state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,NAICS  Code,Local Area,Total  Employees,Effective  Date,NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME,zip,lwib_area,address,contact_person,collective_bargaining_unit,type_detail
Texas,,,,,,,,,,,,11/30/2021,Laredo Transit Management-El Metro Transit,Webb,South Texas WDA,168.0,01/31/2022,12/02/2021,Laredo,,,,,,
Texas,,,,,,,,,,,,11/23/2021,"Marshal S. Frumin, M.D.",Fort Bend,Gulf Coast WDA,6.0,12/31/2021,12/02/2021,Sugar Land,,,,,,
Texas,,,,,,,,,,,,11/13/2021,Cypress Creek Emergency Medical Services,Montgomery,Gulf Coast WDA,102.0,11/13/2021,11/23/2021,Spring,,,,,,
Texas,,,,,,,,,,,,11/04/2021,Zillow Group,Dallas,Dallas County WDA,32.0,01/03/2022,11/04/2021,Coppell,,,,,,
Texas,,,,,,,,,,,,11/04/2021,YMCA - Waco,McLennan,Heart of Texas WDA,127.0,12/31/2021,11/04/2021,Waco,,,,,,
Texas,,,,,,,,,,,,10/29/2021,"Odle Management Group, LLC",El Paso,Borderplexjobs WDA,134.0,10/25/2021,10/29/2021,El Paso,,,,,,
Texas,,,,,,,,,,,,10/11/2021,Luminant Mining Co.-Martin Lake Liberty Mine,Rusk,East Texas WDA,160.0,12/26/2021,11/08/2021,Tatum,,,,,,
Texas,,,,,,,,,,,,09/30/2021,InterContinental-Stephen F Austin,Travis,Capital Area WDA,35.0,11/30/2020,03/05/2021,Austin,,,,,,
Texas,,,,,,,,,,,,09/27/2021,NPL,Dallas,Dallas County WDA,60.0,10/16/2021,09/29/2021,Garland,,,,,,
Texas,,,,,,,,,,,,09/27/2021,NPL - Shiloh Rd.,Dallas,Dallas County WDA,6.0,10/16/2021,09/29/2021,Garland,,,,,,
Texas,,,,,,,,,,,,09/22/2021,The Children's Shelter-Family Tapestry,Bexar,Alamo WDA,41.0,11/20/2021,10/11/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,09/09/2021,CEVA Logistics - Raytheon Facility,Denton,North Central Texas WDA,87.0,11/09/2021,09/27/2021,Carrollton,,,,,,
Texas,,,,,,,,,,,,09/09/2021,Disney Streaming Technology LLC,Montgomery,Gulf Coast WDA,63.0,11/10/2021,09/16/2021,The Woodlands,,,,,,
Texas,,,,,,,,,,,,09/09/2021,The Woodlands Enterprises LLC,Montgomery,Gulf Coast WDA,181.0,11/10/2021,09/15/2021,The Woodlands,,,,,,
Texas,,,,,,,,,,,,08/30/2021,Amentum,Bowie,North East Texas WDA,92.0,10/29/2021,09/14/2021,New Boston,,,,,,
Texas,,,,,,,,,,,,08/30/2021,Leidos-Killeen,Bell,Central Texas WDA,60.0,09/29/2021,08/30/2021,Killeen,,,,,,
Texas,,,,,,,,,,,,08/17/2021,Basic Energy Services-Denver City,Yoakum,South Plains WDA,57.0,10/19/2021,08/20/2021,Denver City,,,,,,
Texas,,,,,,,,,,,,08/17/2021,Basic Energy Services-Andrews2,Andrews,Permian Basin WDA,63.0,10/19/2021,08/20/2021,Andrews,,,,,,
Texas,,,,,,,,,,,,08/17/2021,Basic Energy Services-Big Springs2,Howard,Permian Basin WDA,135.0,10/19/2021,08/20/2021,Big Spring,,,,,,
Texas,,,,,,,,,,,,08/17/2021,Basic Energy Services-Ft Worth-ALM Regent,Tarrant,Tarrant County WDA,120.0,10/19/2021,08/20/2021,Ft. Worth,,,,,,
Texas,,,,,,,,,,,,08/17/2021,Basic Energy Services-Andrews,Andrews,Permian Basin WDA,63.0,10/19/2021,08/20/2021,Andrews,,,,,,
Texas,,,,,,,,,,,,08/17/2021,Basic Energy Services-Kennedy,Karnes,Gulf Coast WDA,56.0,10/19/2021,08/20/2021,Kenedy,,,,,,
Texas,,,,,,,,,,,,08/09/2021,Garland Behvaioral Hospital,Dallas,Dallas County WDA,119.0,10/07/2021,08/10/2021,Garland,,,,,,
Texas,,,,,,,,,,,,08/02/2021,Interim Healthcare-San Antonio,Bexar,Alamo WDA,366.0,10/01/2021,08/03/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,07/27/2021,Crothall Healthcare-DeTar Healthcare,Victoria,Golden Crescent WDA,53.0,09/30/2021,08/03/2021,Victoria,,,,,,
Texas,,,,,,,,,,,,07/27/2021,Management & Training-Willacy County Regional Correction,Willacy,Lower Rio Grande Valley WDA,186.0,09/30/2021,07/27/2021,Raymondville,,,,,,
Texas,,,,,,,,,,,,07/09/2021,U.S. Well Services - Pleasanton,Atascosa,Alamo WDA,66.0,09/07/2021,07/12/2021,Pleasanton,,,,,,
Texas,,,,,,,,,,,,07/07/2021,Tranter Inc.,Wichita,North Texas WDA,78.0,10/01/2021,07/08/2021,Wichita Falls,,,,,,
Texas,,,,,,,,,,,,07/03/2021,Fusion Logistics Inc. - Farmers Branch,Dallas,Dallas County WDA,57.0,07/12/2021,07/08/2021,Farmers Branch,,,,,,
Texas,,,,,,,,,,,,07/03/2021,Fusion Logistics Inc. - Garland,Dallas,Dallas County WDA,50.0,07/12/2021,07/08/2021,Garland,,,,,,
Texas,,,,,,,,,,,,07/03/2021,Fusion Logistics  Inc. - Coppell,Dallas,Dallas County WDA,62.0,07/12/2021,07/08/2021,Coppell,,,,,,
Texas,,,,,,,,,,,,07/03/2021,Fusion Logistics Inc. - Ft. Worth,Tarrant,Tarrant County WDA,53.0,07/12/2021,07/08/2021,Fort Worth,,,,,,
Texas,,,,,,,,,,,,07/03/2021,Fusion Logistics Inc. - Houston,Harris,Gulf Coast WDA,81.0,07/12/2021,07/08/2021,Houston,,,,,,
Texas,,,,,,,,,,,,07/01/2021,"XPO Logistics Supply Chain, LLC",Bexar,Alamo WDA,29.0,08/02/2021,07/23/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,07/01/2021,Turner Industries,Lamar,North East Texas WDA,250.0,08/30/2021,07/01/2021,Paris,,,,,,
Texas,,,,,,,,,,,,07/01/2021,"Cubic ITS, Inc.",Fort Bend,Gulf Coast WDA,80.0,02/01/2022,07/01/2021,Sugar Land,,,,,,
Texas,,,,,,,,,,,,06/16/2021,TT Electronics (IRC),Nueces,Coastal Bend WDA,73.0,08/16/2021,06/17/2021,Corpus Christi,,,,,,
Texas,,,,,,,,,,,,06/07/2021,Electronic Transaction Consultants,Dallas,Dallas County WDA,34.0,07/30/2021,06/07/2021,Richardson,,,,,,
Texas,,,,,,,,,,,,06/04/2021,"Progenity, Inc.-Fuller Dr.",Dallas,Dallas County WDA,51.0,08/06/2021,06/07/2021,Irving,,,,,,
Texas,,,,,,,,,,,,06/01/2021,"Progenity, Inc.-Riverside Dr.",Dallas,Dallas County WDA,9.0,08/06/2021,06/07/2021,Irving,,,,,,
Texas,,,,,,,,,,,,06/01/2021,"Mattison Pathology, LLP dba Avero Diagnotics",Dallas,Dallas County WDA,5.0,08/06/2021,06/07/2021,Irving,,,,,,
Texas,,,,,,,,,,,,06/01/2021,Mattison Pathollogy dba Avero Diagnotics-Fuller Dr.,Dallas,Dallas County WDA,7.0,08/06/2021,06/07/2021,Irving,,,,,,
Texas,,,,,,,,,,,,06/01/2021,Katerra Inc.,Dallas,Dallas County WDA,82.0,06/04/2021,06/01/2021,Carrollton,,,,,,
Texas,,,,,,,,,,,,06/01/2021,Texas Golden Peanut -ADM,El Paso,Borderplexjobs WDA,86.0,07/31/2021,06/03/2021,El Paso,,,,,,
Texas,,,,,,,,,,,,05/25/2021,Probe Group North America LLC,Denton,North Central Texas WDA,150.0,07/31/2021,06/01/2021,Lewisville,,,,,,
Texas,,,,,,,,,,,,05/24/2021,U.S. Well Services,Tom Green,Concho Valley WDA,63.0,07/20/2021,05/24/2021,San Angelo,,,,,,
Texas,,,,,,,,,,,,05/24/2021,U.S. Well Services - Pleasanton,Atascosa,Alamo WDA,108.0,07/23/2021,05/24/2021,Pleasanton,,,,,,
Texas,,,,,,,,,,,,05/20/2021,"AIG Technologies, Inc.",Tarrant,Tarrant County WDA,63.0,07/23/2021,05/20/2021,Fort Worth,,,,,,
Texas,,,,,,,,,,,,05/14/2021,The Children's Shelter-Family Tapestry,Bexar,Alamo WDA,93.0,07/13/2021,05/17/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,05/12/2021,Legend Energy Service-Longview,Gregg,East Texas WDA,118.0,05/15/2021,05/20/2021,Longview,,,,,,
Texas,,,,,,,,,,,,05/06/2021,Aramark Educational Services - SFASU,Nacogdoches,Deep East Texas WDA,215.0,06/30/2021,05/20/2021,Nacogdoches,,,,,,
Texas,,,,,,,,,,,,05/03/2021,Reliant Transportation,Denton,North Central Texas WDA,259.0,05/29/2021,05/04/2021,Justin,,,,,,
Texas,,,,,,,,,,,,05/03/2021,Reliant Transportation-West Lot,Tarrant,Tarrant County WDA,98.0,05/29/2021,05/04/2021,Haslet,,,,,,
Texas,,,,,,,,,,,,04/29/2021,EnerVest Ltd.,Harris,Gulf Coast WDA,111.0,06/28/2021,04/30/2021,Houston,,,,,,
Texas,,,,,,,,,,,,04/28/2021,Concentrix CVG,Webb,South Texas WDA,422.0,08/21/2021,04/28/2021,Laredo,,,,,,
Texas,,,,,,,,,,,,04/26/2021,Art Asset-Dallas,Dallas,Dallas County WDA,7.0,04/23/2021,05/12/2021,Grand Prairie,,,,,,
Texas,,,,,,,,,,,,04/26/2021,Art Asset-Austin 1,Travis,Capital Area WDA,5.0,04/23/2021,05/12/2021,Austin,,,,,,
Texas,,,,,,,,,,,,04/26/2021,Art Asset-Houston,Harris,Gulf Coast WDA,12.0,04/23/2021,05/12/2021,Houston,,,,,,
Texas,,,,,,,,,,,,04/26/2021,Art Asset-San Antonio North,Bexar,Alamo WDA,3.0,04/23/2021,05/12/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,04/26/2021,Art Asset-San Antonio Central,Bexar,Alamo WDA,2.0,04/23/2021,05/12/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,04/26/2021,Art Asset-Austin Corporate,Williamson,Rural Capital WDA,9.0,04/23/2021,05/12/2021,Austin,,,,,,
Texas,,,,,,,,,,,,04/26/2021,Art Asset-El Paso,El Paso,Borderplexjobs WDA,1.0,04/23/2021,05/12/2021,El Paso,,,,,,
Texas,,,,,,,,,,,,04/26/2021,Art Asset-Killeen,Bell,Central Texas WDA,2.0,04/23/2021,05/12/2021,Killeen,,,,,,
Texas,,,,,,,,,,,,04/26/2021,Art Asset-Brownsville,Hidalgo,Lower Rio Grande Valley WDA,2.0,04/23/2021,05/12/2021,Weslaco,,,,,,
Texas,,,,,,,,,,,,04/26/2021,"Conduit Global-kgb USA, Inc.",Bexar,Alamo WDA,245.0,07/26/2021,04/29/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,04/23/2021,"Texas Capital Bank, NA - MCA",Dallas,Dallas County WDA,95.0,05/07/2021,05/10/2021,Richardson,,,,,,
Texas,,,,,,,,,,,,04/20/2021,Five Star Senior Living Inc.,Bexar,Alamo WDA,63.0,04/30/2021,04/27/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,04/19/2021,Sodexo-Texoma Medical Center,Grayson,Texoma WDA,105.0,06/20/2021,04/29/2021,Denison,,,,,,
Texas,,,,,,,,,,,,04/16/2021,Leidos-VA Austin IT Center,Travis,Capital Area WDA,140.0,06/06/2021,04/13/2021,Austin,,,,,,
Texas,,,,,,,,,,,,04/15/2021,Union Pacific Palestine Car Facility,Anderson,East Texas WDA,57.0,06/14/2021,04/27/2021,Palestine,,,,,,
Texas,,,,,,,,,,,,04/15/2021,Frontier Communications Corp.-Citizens Telecom Services,Collin,North Central Texas WDA,33.0,06/30/2021,04/15/2021,Allen,,,,,,
Texas,,,,,,,,,,,,04/15/2021,Kindred Hospital - Mansfield,Tarrant,Tarrant County WDA,156.0,06/14/2021,04/15/2021,Mansfield,,,,,,
Texas,,,,,,,,,,,,04/09/2021,GDC Technics,Bexar,Alamo WDA,56.0,04/09/2021,04/15/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,04/09/2021,GDC Technics - Ft. Worth,Denton,North Central Texas WDA,120.0,04/09/2021,04/15/2021,Fort Worth,,,,,,
Texas,,,,,,,,,,,,03/31/2021,"Fresenius Health Partners, I c.",Travis,Capital Area WDA,121.0,05/31/2021,04/06/2021,Austin,,,,,,
Texas,,,,,,,,,,,,03/31/2021,Furr's Fresh Buffet-McAllen,Hidalgo,Lower Rio Grande Valley WDA,71.0,06/04/2021,03/31/2021,McAllen,,,,,,
Texas,,,,,,,,,,,,03/25/2021,Ovintive USA Inc.,Karnes,Alamo WDA,95.0,07/31/2021,03/25/2021,Karnes City,,,,,,
Texas,,,,,,,,,,,,03/23/2021,"CSG Systems, Inc.",Travis,Capital Area WDA,57.0,06/30/2021,03/29/2021,Austin,,,,,,
Texas,,,,,,,,,,,,03/18/2021,"Thyssenkrupp Supply Chain Services, Inc.",Harris,Gulf Coast WDA,30.0,07/31/2021,03/18/2021,Houston,,,,,,
Texas,,,,,,,,,,,,03/18/2021,Renaissance Dallas Addison Hotel,Dallas,Dallas County WDA,134.0,03/16/2020,03/22/2021,Addison,,,,,,
Texas,,,,,,,,,,,,03/18/2021,Dallas Marriott Las Colinas,Dallas,Dallas County WDA,59.0,03/16/2020,03/22/2021,Irving,,,,,,
Texas,,,,,,,,,,,,03/18/2021,Renaisance Dallas Addison Hotel - Ft. Worth,Tarrant,Tarrant County WDA,53.0,03/16/2020,03/22/2021,Ft. Worth,,,,,,
Texas,,,,,,,,,,,,03/12/2021,Hilton-Austin,Travis,Capital Area WDA,64.0,02/18/2021,03/26/2021,Austin,,,,,,
Texas,,,,,,,,,,,,03/09/2021,Walmart #5931,Dallas,Dallas County WDA,217.0,03/30/2021,03/09/2021,Dallas,,,,,,
Texas,,,,,,,,,,,,03/05/2021,"Wonderful Citrus Packing, LLC",Hidalgo,Lower Rio Grande Valley WDA,141.0,03/04/2021,03/12/2021,Mission,,,,,,
Texas,,,,,,,,,,,,03/02/2021,"Relyant Global, LLC",Hidalgo,Cameron County WDA,70.0,05/07/2021,03/02/2021,San Juan,,,,,,
Texas,,,,,,,,,,,,02/25/2021,West Texas Medical Associates,Tom Green,Concho Valley WDA,114.0,04/03/2021,03/05/2021,San Angelo,,,,,,
Texas,,,,,,,,,,,,02/21/2021,American Airlines-DFW,Tarrant,Tarrant County WDA,2475.0,04/01/2020,03/08/2021,DFW Airport,,,,,,
Texas,,,,,,,,,,,,02/15/2021,Coca Cola North America,Dallas,Dallas County WDA,76.0,04/15/2021,03/04/2021,Grand Prairie,,,,,,
Texas,,,,,,,,,,,,02/10/2021,Hilton Anatole,Dallas,Dallas County WDA,206.0,04/10/2021,03/11/2021,Dallas,,,,,,
Texas,,,,,,,,,,,,02/08/2021,Seadrill Americas-West Neptune,Harris,Gulf Coast WDA,162.0,03/01/2021,03/05/2021,Houston,,,,,,
Texas,,,,,,,,,,,,02/08/2021,CBRE,Dallas,Dallas County WDA,193.0,04/30/2021,02/11/2021,Dallas,,,,,,
Texas,,,,,,,,,,,,02/05/2021,American Airlines-DFW Hangar,Tarrant,Tarrant County WDA,50.0,04/01/2021,03/08/2021,DFW Airport,,,,,,
Texas,,,,,,,,,,,,02/05/2021,American Airlines-DFW Admin Bldg,Tarrant,Tarrant County WDA,16.0,04/01/2020,03/08/2021,DFW Airport,,,,,,
Texas,,,,,,,,,,,,02/05/2021,American Airlines-HDQ,Tarrant,Tarrant County WDA,229.0,04/01/2020,03/08/2021,Ft. Worth,,,,,,
Texas,,,,,,,,,,,,02/05/2021,American Airlines-HDQ2,Tarrant,Tarrant County WDA,41.0,04/01/2021,03/09/2021,Ft. Worth,,,,,,
Texas,,,,,,,,,,,,02/05/2021,American Airlines - Ft Worth,Tarrant,Tarrant County WDA,9.0,04/02/2021,03/08/2021,Fort Worth,,,,,,
Texas,,,,,,,,,,,,02/05/2021,American Airlines-Flight Training,Tarrant,Tarrant County WDA,103.0,04/01/2021,03/08/2021,Ft. Worth,,,,,,
Texas,,,,,,,,,,,,02/05/2021,American Airlines-Delta Hanger,Dallas,Dallas County WDA,38.0,04/01/2020,03/08/2021,DFW Airport,,,,,,
Texas,,,,,,,,,,,,02/05/2021,American Airlines-SRO,Tarrant,Tarrant County WDA,2.0,04/01/2021,03/08/2021,Ft. Worth,,,,,,
Texas,,,,,,,,,,,,02/01/2021,Columbia Commercial Building Products,Rockwall,North Central Texas WDA,59.0,04/02/2021,03/05/2021,Rockwall,,,,,,
Texas,,,,,,,,,,,,01/28/2021,"Trinity Rail Maintenance Services, Inc.",Orange,South East Texas WDA,59.0,04/30/2021,01/28/2021,Vidor,,,,,,
Texas,,,,,,,,,,,,01/28/2021,CACI-ISS,Bexar,Alamo WDA,73.0,02/28/2021,02/02/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,01/27/2021,Baylor Scott & White Health-Elm St,Dallas,Dallas County WDA,46.0,03/03/2021,03/05/2021,Dallas,,,,,,
Texas,,,,,,,,,,,,01/27/2021,Baylor Scott & White Health-Main St,Dallas,Dallas County WDA,25.0,03/03/2021,03/05/2021,Dallas,,,,,,
Texas,,,,,,,,,,,,01/27/2021,Baylor Scott & White Health-Round Rock,Williamson,Rural Capital WDA,83.0,03/03/2021,03/05/2021,Round Rock,,,,,,
Texas,,,,,,,,,,,,01/27/2021,Baylor Scott & White Health-Austin,Travis,Capital Area WDA,62.0,03/03/2021,03/05/2021,Austin,,,,,,
Texas,,,,,,,,,,,,01/25/2021,Lucite International,Jefferson,South East Texas WDA,99.0,05/01/2021,01/28/2021,Nederland,,,,,,
Texas,,,,,,,,,,,,01/21/2021,Gibraltar US,Cameron,Cameron County WDA,96.0,03/22/2021,01/22/2021,San Benito,,,,,,
Texas,,,,,,,,,,,,01/14/2021,Johnson Controls-Ruskin Rooftop Systems,Dallas,Dallas County WDA,151.0,03/31/2021,01/22/2021,Carrollton,,,,,,
Texas,,,,,,,,,,,,01/14/2021,Alliance Data Card Services,Bexar,Alamo WDA,50.0,04/01/2021,01/15/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,01/13/2021,ADS Alliance Data Systems,Bexar,Alamo WDA,50.0,04/01/2021,01/27/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,01/08/2021,"Par-Pak, Inc.",Harris,Gulf Coast WDA,1.0,03/25/2021,01/08/2021,Houston,,,,,,
Texas,,,,,,,,,,,,01/08/2021,Albertsons #3064,Harris,Gulf Coast WDA,67.0,02/20/2021,01/08/2021,Bellaire,,,,,,
Texas,,,,,,,,,,,,01/06/2021,"VT Industries, Inc.",Bexar,Alamo WDA,104.0,03/12/2021,01/22/2021,Universal City,,,,,,
Texas,,,,,,,,,,,,01/06/2021,Transform SR LLC-San Antonio,Bexar,Alamo WDA,67.0,03/07/2021,01/22/2021,San Antonio,,,,,,
Texas,,,,,,,,,,,,01/05/2021,DHL - Baytown,Harris,Gulf Coast WDA,97.0,03/15/2021,01/06/2021,Baytown,,,,,,
Texas,,,,,,,,,,,,12/22/2020,IBEX,Comal,Alamo WDA,248.0,02/16/2021,12/23/2020,New Braunfels,,,,,,
Texas,,,,,,,,,,,,12/22/2020,BoomerangTube LLC - FM 3361,Liberty,Gulf Coast WDA,150.0,12/23/2020,12/30/2020,Liberty,,,,,,
Texas,,,,,,,,,,,,12/21/2020,ACCC Insurance Company,Harris,Gulf Coast WDA,122.0,12/30/2020,12/21/2020,Houston,,,,,,
Texas,,,,,,,,,,,,12/15/2020,"Halliburton Energy Services, Inc. - Carrollton",Dallas,Dallas County WDA,216.0,12/15/2020,12/15/2020,Carrollton,,,,,,
Texas,,,,,,,,,,,,12/15/2020,"Parsley Energy, Inc. - Midland",Midland,Permian Basin WDA,100.0,02/15/2021,12/15/2020,Midland,,,,,,
Texas,,,,,,,,,,,,12/15/2020,EVO Transportation,Travis,Capital Area WDA,104.0,01/09/2021,12/16/2020,Austin,,,,,,
Texas,,,,,,,,,,,,12/14/2020,Hyatt Regency DFW,Tarrant,Tarrant County WDA,111.0,12/04/2020,12/15/2020,DFW Airport,,,,,,
Texas,,,,,,,,,,,,12/14/2020,Manitou Equipment America,McLennan,Heart of Texas WDA,149.0,02/26/2021,12/15/2020,Waco,,,,,,
Texas,,,,,,,,,,,,12/14/2020,"Laz Parking Texas, LLC",Dallas,Dallas County WDA,135.0,11/23/2020,12/16/2020,Dallas,,,,,,
Texas,,,,,,,,,,,,12/10/2020,"Patrician Window Coverings, Inc.",Harris,Gulf Coast WDA,95.0,02/12/2021,12/11/2020,Webster,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Morrison Healthcare - University of Texas Medical Branch,Galveston,Gulf Coast WDA,149.0,12/23/2020,12/11/2020,Galveston,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Angleton Danbury Hospital,Brazoria,Gulf Coast WDA,12.0,12/23/2020,12/11/2020,Angleton,,,,,,
Texas,,,,,,,,,,,,12/08/2020,League City Campus Hospital,Galveston,Gulf Coast WDA,15.0,12/23/2020,12/11/2020,League City,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Clear Lake Campus Hospital,Harris,Gulf Coast WDA,27.0,12/23/2020,12/11/2020,Webster,,,,,,
Texas,,,,,,,,,,,,12/08/2020,LEH-S Presa St,Bexar,Alamo WDA,33.0,02/03/2021,12/16/2020,San Antonio,,,,,,
Texas,,,,,,,,,,,,12/08/2020,LEH -BDA Crossing,Bexar,Alamo WDA,50.0,02/03/2021,12/16/2020,San Antonio,,,,,,
Texas,,,,,,,,,,,,12/08/2020,LEH-Elmendorf,Bexar,Alamo WDA,5.0,02/03/2021,12/16/2020,Elmendorf,,,,,,
Texas,,,,,,,,,,,,12/08/2020,LEH-Falls City,Karnes,Alamo WDA,4.0,02/03/2021,12/16/2020,Falls City,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Allied Universal Security Services,Tarrant,Tarrant County WDA,88.0,01/31/2021,12/09/2020,Arlington,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Tom Thumb #2574,Tarrant,Tarrant County WDA,11.0,02/27/2021,12/10/2020,Ft. Worth,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Tom Thumb #2642,Dallas,Dallas County WDA,17.0,02/27/2021,12/10/2020,Dallas,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Tom Thumb #1788,Collin,North Central Texas WDA,17.0,02/27/2021,12/10/2020,Plano,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Tom Thumb #1786,Dallas,Dallas County WDA,16.0,02/27/2021,12/10/2020,Grand Prairie,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Tom Thumb #2578,Dallas,Dallas County WDA,10.0,02/27/2021,12/10/2020,Garland,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Tom Thumb #3658,Tarrant,Tarrant County WDA,16.0,02/27/2021,12/10/2020,Arlington,,,,,,
Texas,,,,,,,,,,,,12/08/2020,Tom Thumb #1781,Dallas,Dallas County WDA,10.0,02/27/2021,12/10/2020,Coppell,,,,,,
Texas,,,,,,,,,,,,12/07/2020,"Parsley Energy, Inc.-Congress Ave",Travis,Capital Area WDA,85.0,02/08/2021,12/10/2020,Austin,,,,,,
Texas,,,,,,,,,,,,12/07/2020,"Parsley Energy, Inc.-ABA",Travis,Capital Area WDA,2.0,02/08/2021,12/10/2020,Austin,,,,,,
Texas,,,,,,,,,,,,12/07/2020,"Parsley Energy, Inc.-Colorado St.",Travis,Capital Area WDA,147.0,02/08/2021,12/10/2020,Austin,,,,,,
Texas,,,,,,,,,,,,12/04/2020,Francesca's Holdings Corp - Clay Rd.,Harris,Gulf Coast WDA,223.0,01/13/2021,12/04/2020,Houston,,,,,,
Texas,,,,,,,,,,,,12/04/2020,"Sable Permian Resourcces Operating, LLC - Big Lake",Reagan,Concho Valley WDA,81.0,02/02/2021,12/08/2020,Big Lake,,,,,,
Texas,,,,,,,,,,,,12/04/2020,"Sable Permian Resources Operating, LLC",Harris,Gulf Coast WDA,100.0,02/02/2021,12/08/2020,Houston,,,,,,
Texas,,,,,,,,,,,,12/03/2020,Southwest - Customer Service & Support,Bexar,Alamo WDA,106.0,03/15/2021,12/04/2020,San Antonio,,,,,,
Texas,,,,,,,,,,,,03/05/2020,Concentrix CVG,Webb,South Texas WDA,135.0,05/04/2020,03/05/2020,Laredo,,,,,,
Texas,,,,,,,,,,,,12/03/2020,Southwest - San Antonio Int'l Airport,Bexar,Alamo WDA,36.0,03/05/2021,12/04/2020,San Antonio,,,,,,
Texas,,,,,,,,,,,,12/03/2020,Southwest - Customer Service and Support,Harris,Gulf Coast WDA,79.0,03/15/2021,12/04/2020,Houston,,,,,,
Texas,,,,,,,,,,,,12/03/2020,Southwest-Dallas Love Field,Dallas,Dallas County WDA,465.0,03/15/2021,12/10/2020,Dallas,,,,,,
Texas,,,,,,,,,,,,12/03/2020,Southwest-ABA,Travis,Capital Area WDA,77.0,03/15/2021,12/10/2020,Austin,,,,,,
Texas,,,,,,,,,,,,12/03/2020,Southwest-Dallas,Dallas,Dallas County WDA,10.0,04/01/2021,12/10/2020,Dallas,,,,,,
Texas,,,,,,,,,,,,12/03/2020,Southwest - William P. Hobby,Harris,Gulf Coast WDA,54.0,03/15/2021,12/04/2020,Houston,,,,,,
Texas,,,,,,,,,,,,12/02/2020,Exxon Mobil Campus,Harris,Gulf Coast WDA,677.0,02/02/2021,12/03/2020,Spring,,,,,,
Texas,,,,,,,,,,,,12/02/2020,ExxonMobil Hughes Landing - 1735,Montgomery,Gulf Coast WDA,35.0,02/02/2021,12/03/2020,The Woodlands,,,,,,
Texas,,,,,,,,,,,,12/02/2020,ExxonMobil Hughes Landing - 1725,Montgomery,Gulf Coast WDA,10.0,02/02/2021,12/03/2020,The Woodlands,,,,,,
Texas,,,,,,,,,,,,11/30/2020,Stork  (A FLUOR Company),Liberty,Gulf Coast WDA,18.0,01/29/2021,11/30/2020,Dayton,,,,,,
Texas,,,,,,,,,,,,11/30/2020,Fluor - Port Neches,Jefferson,South East Texas WDA,113.0,01/29/2021,11/30/2020,Port Neches,,,,,,
Texas,,,,,,,,,,,,11/30/2020,ConocoPhillips - 935 N.,Harris,Gulf Coast WDA,,02/01/2021,12/03/2020,Houston,,,,,,
Texas,,,,,,,,,,,,11/30/2020,ConocoPhillips - Park Row,Harris,Gulf Coast WDA,,02/01/2021,12/03/2020,Houston,,,,,,
Texas,,,,,,,,,,,,11/24/2020,Compass Group Eurest - Airport FWY,Tarrant,Tarrant County WDA,2.0,12/01/2020,11/25/2020,Fort Worth,,,,,,
Texas,,,,,,,,,,,,11/24/2020,Compass Group Eurest - Hwy 360,Tarrant,Tarrant County WDA,12.0,12/01/2020,11/25/2020,Fort Worth,,,,,,
Texas,,,,,,,,,,,,11/24/2020,Compass Group Eurest - American Blvd.,Tarrant,Tarrant County WDA,2.0,12/01/2020,11/25/2020,Fort Worth,,,,,,
Texas,,,,,,,,,,,,11/24/2020,Compass Group Eurest - One Transformation Way,Tarrant,Tarrant County WDA,4.0,12/01/2020,11/25/2020,Fort Worth,,,,,,
Texas,,,,,,,,,,,,11/24/2020,Compass Group Eurest,Tarrant,Tarrant County WDA,32.0,12/01/2020,11/25/2020,Fort Worth,,,,,,
Texas,,,,,,,,,,,,11/24/2020,"Hilite Industries-Automotive, LLC",Dallas,Dallas County WDA,139.0,01/19/2021,11/24/2020,Carrollton,,,,,,
Texas,,,,,,,,,,,,11/24/2020,Compass Group Eurest - 4501 Hwy 360,Tarrant,Tarrant County WDA,37.0,12/01/2020,11/25/2020,Fort Worth,,,,,,
